#Gene GeneName  Sample  NormCounts  MedianCounts  MaxCounts
BW25113_4102	phnF	1.bam	0.0001395245978377873	0.01555971181145913	0.024524540362646754
BW25113_1413	hrpA	4.bam	0.007773264805766265	0.06506994042155635	0.07364737301606479
BW25113_4317	fimD	5.bam	0.0006194664963927989	0.1125187199766285	0.18840513914741
BW25113_0856	potH	6.bam	0.0010936124440597706	0.016644095481283146	0.020634895520183962
BW25113_3813	uvrD	8.bam	0.003919219657238113	0.05852671535531987	0.06902471440777191
BW25113_0145	dksA	9.bam	0.0037057597140932263	0.014397164226425294	0.023008951823588406
BW25113_3193	mlaD	10.bam	9.37068362885346e-05	0.01042475550473423	0.01258898718010601
BW25113_0931	pncB	11.bam	0.008220615083567848	0.03172825485142877	0.036278774837707056
BW25113_0015	dnaJ	12.bam	0.009924429603746473	0.03350858119374719	0.05341280375740249
BW25113_4099	phnI	13.bam	0.0	0.017026515523598094	0.027293440081010093
BW25113_1238	tdk	14.bam	0.008478615862622389	0.03132418500485486	0.03797677480630772
BW25113_3792	wzxE	15.bam	0.0	0.028293575257408502	0.03401791082560679
BW25113_0564	appY	16.bam	0.005735577988038354	0.019316305354890102	0.04584390329725659
BW25113_2032	wbbK	16.bam	0.00375779247492168	0.014545824565614715	0.029402382169473024
BW25113_2352	gtrS	16.bam	0.00501038996656224	0.023116128182327174	0.05680617104115181
BW25113_2854	pbl	16.bam	0.00421927576131557	0.015172389989386517	0.029709641309134123
BW25113_2858	ygeN	16.bam	0.003494087739839457	0.013000573676108247	0.026020147357821224
BW25113_3623	waaU	16.bam	0.0072518802147611364	0.02999931374118893	0.05750937710553819
BW25113_3728	pstS	16.bam	0.003823718658692235	0.02630350046221731	0.03155369713748084
BW25113_4128	yjdK	16.bam	0.003098530637216122	0.010811614376744216	0.016184853349183327
BW25113_4621	yjbS	16.bam	0.0023733426157400085	0.010618549834302356	0.02646215946955529
BW25113_4671	ykgR	16.bam	0.003098530637216122	0.010427142228104414	0.024762997478301425
BW25113_3726	pstA	17.bam	0.0034449067054360127	0.02543971447218246	0.03945347788286367
BW25113_4106	phnC	18.bam	0.0030753320464618305	0.014932220427531711	0.021087070844149083
BW25113_2318	truA	19.bam	0.0020512890642361173	0.02712005721122897	0.03055247056096226
BW25113_3195	mlaF	20.bam	0.0032916674072918334	0.029204946276482548	0.03698422658611454
BW25113_2733	mutS	22.bam	0.0051892116290232606	0.06760768890040826	0.0751558494984336
BW25113_3700	recF	23.bam	0.0008687904409883745	0.03408394717994886	0.043511281288566815
BW25113_2240	glpT	24.bam	0.0028350409921154363	0.02931199156868557	0.03880027460665732
BW25113_4375	prfC	25.bam	0.005388154349898454	0.04930205319195713	0.08067870964488762
BW25113_4102	phnF	26.bam	3.595353078053677e-05	0.01555971181145913	0.024524540362646754
BW25113_3357	crp	27.bam	0.006785577828489823	0.025095754703396977	0.02935318167522801
BW25113_0076	leuO	28.bam	0.007083418419440475	0.026717593758668074	0.048064255837697197
BW25113_1413	hrpA	29.bam	0.01011032649179498	0.06506994042155635	0.07364737301606479
BW25113_4317	fimD	30.bam	0.0008793975373100109	0.1125187199766285	0.18840513914741
BW25113_2216	rcsD	32.bam	0.0033959239856375056	0.06983174954569306	0.07629977286784234
BW25113_3813	uvrD	33.bam	0.004937840986811762	0.05852671535531987	0.06902471440777191
BW25113_0931	pncB	36.bam	0.008606810044895741	0.03172825485142877	0.036278774837707056
BW25113_4099	phnI	38.bam	0.0	0.017026515523598094	0.027293440081010093
BW25113_1238	tdk	39.bam	0.006719628308559846	0.03132418500485486	0.03797677480630772
BW25113_3792	wzxE	40.bam	0.0	0.028293575257408502	0.03401791082560679
BW25113_3728	pstS	41.bam	0.005756683251842723	0.02630350046221731	0.03155369713748084
BW25113_3726	pstA	42.bam	0.002820199279619866	0.02543971447218246	0.03945347788286367
BW25113_4106	phnC	43.bam	0.0019891601242492227	0.014932220427531711	0.021087070844149083
BW25113_2318	truA	44.bam	0.0015373794598417267	0.02712005721122897	0.03055247056096226
BW25113_3195	mlaF	45.bam	0.003012307755662948	0.029204946276482548	0.03698422658611454
BW25113_2733	mutS	47.bam	0.003395387578186757	0.06760768890040826	0.0751558494984336
BW25113_3700	recF	48.bam	0.0010914817644582353	0.03408394717994886	0.043511281288566815
BW25113_2240	glpT	49.bam	0.0020842395853573428	0.02931199156868557	0.03880027460665732
BW25113_4375	prfC	50.bam	0.004640416722493277	0.04930205319195713	0.08067870964488762
